"id","metin","network_ici","network_disi","genisbant","gb_kopma","gb_altyapi","gb_port","gb_kablo","gb_hizveping","gb_modem","sabithat","sh_kopma","sh_altyapi","mobil","mb_baglanti","mb_hizveveri","mb_kopma","tivibu","tv_cihaz","tv_yayin","siparis_nakil","ekip","bayi","diger"
17212086,"Sil Süpür falan hep boş bana iki aydır haftalık hediye olarak günlük 100 dakika hediye veriyorlar. Hiçbir şekilde bedava internet falan vermiyorlar. Ben hiç memnun değilim. Sil süpürde internet veriyorlar sanıp geçtim Türk Telekom'a ama tek bir kere internet verdi oda gece internetiydi zaten.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17238653,"Türk Telekom TTNET kullanıcısıyız. Ayda en az 10 gün interneti kullanamıyoruz Sorunumuz çözülmüyor. Öğretmenim dönemin son haftası internetimiz çekmedi ve mağdur olduk. Ücretini zamanında ödememize rağmen hizmet alamıyoruz Müşteri hizmetlerini aradığımızda da sürekli oyalıyorlar İnterneti kapatmak istediğimizde de taahhüdünüz var deyip ek ücret çıkarıyorlar hizmet alamadığım interneti neden kullanmaya devam etmeliyim peki? Mağduriyetimizin en kısa zamanda giderilmesini istiyorum. Mağduriyetimiz giderilmiyorsa interneti kapatsınlar.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15808667,"Dünyanın en kötü kargo firması olan Tele Kurye ile çalıştığın için seni kınıyorum! Bir aydır bir modemi getiremediniz gerçekten yazıklar olsun şimdi benden kullanmadığım internetin parasını istiyorsun.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17231666,"Hangi devirde yaşıyoruz Türk Telekom milletten dünyanın parasını alıyorsunuz. Her ay kullan kullanma faturayı çatır çatır ödüyoruz. Hani karşılığı nerede? Evde çekmez yolda çekmez sürekli kesinti bu ne ya. Koskoca Telekom bunun çaresini bulamıyorsun mu?",True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
17032679,"İnternetimin son faturalarını ödememe rağmen ne internetim şu an normal hızda çalışıyor ne de düzgün kullanılabiliyor. Böyle bir hız olamaz ya gerçekten sanki kalitesiz altyapılarla iş yapıyormuşum gibi hissediyorum. Çok tuhaf iş bu gerçekten Türkiye'de hala altyapı nasıl gelişmez aklım almıyor.",True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17209113,"16 MHP olan net hızımın bana gelen 4 bazen 6 bazende 8 MHP ama benim ödediğim 16 MHP parası. Müşteri hizmetleri arıyorum sorun bizden olmadığını söylüyor sorun bizde olsa mesela devamlı 4 gelir o zaman anlarım başka bir müşteri temsilcisiyle görüşüyorum hız testi yapıyor size gelen 12 MHP diyor bende neden ben 16 MHP parası ödüyorum dediğimde lafı evirip çeviriyor.",True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17209616,"Türk Telekom'un tarifeler için kullandığı tarih ve saat ile bizim anladığımız ve kullandığımız saat birbirini tutmuyor. Onlara göre bir gün önce bitiyor bana göre bir gün sonra. Ve bu yüzden GB'larımızı kullanırken yeni ayın GB'ları gidiyor. Müşteri hizmetlerini arayınca da bir şey yapamayız diyor. Zaten yüklü faturaya verdiği GB o kadar azken ve biz yine de hadi neyse derken, Türk Telekom kibarca başka operatöre git diyor. Kocaman alkış!",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17205929,"Ben İzmir Aliağa Şakran adresinde bulunan ceza infaz kurumları kampüsünde çalışmaktayım. Yıllardır Türk Telekom mobil hattı kullanıyorum ( 0505*****49 10) ancak kurum veya kampüs içerisinde cep telefonum çekmiyor. Beni arayan kişiler sürekli telefonuma ulaşamadıklarını beyan ettikleri gibi bende cep telefonundan aradığımda sürekli hat yok gibi görünüyor belirli bir zaman giremiyorum. İlk zamanlar telefonumdan kaynaklı olduğunu düşünsem de benimle aynı kampüs ve lojmanda oturan kişilerinde aynı sorunu yaşadıklarını biliyorum. Diğer operatörlerde bu sorunun yaşanmadığını gördüm bu nedenle bu sorunumuzun bir an önce giderilmesini talep ediyorum.",True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
17203582,"Türk Telekom genel arıza nedeni bahanesiyle cumartesiden beri internetimi kesiyor ve sürekli yalanlar söylüyorlar bugün 6. Gün ve bugün 17:00 da sonlanacağı söylüyorlar ben bu şikayeti 12.02 de yazdım internetim 17:00 da gelmediğinde tekrardan aynı yalanları duyacağım.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17188451,"15 yıldır Türk Telekom müşterisiyim 2 ay önce kullandığım ev internetini taşınacağımdan dolayı kapatmak istedim Türk Telekom 'u aradım yetkili telefonda prosedür soruları sordu ve kapama kaydımı oluşturdu ama ne oldu hattım kapanmamış her ay gelen fatura mesajları ne hikmetse 2 ay sonra geldi. 155 TL borcunuz ayrıca 35 TL açma kapama ücreti talep edildi. Aradım müşteri hizmetlerini derdimi anlattım bir şikayet başvuru dilekçesi düzenlendi.   2 saat sonra yetkili aradı. Ben özür beklerken Türk Telekom yetkilisi firmanın kusurlu olmadığını bu parayı ödemem gerektiğini söyledi ben şok oldum ama kim takar şoku. Yok mu dedim benim gideceğim bir merci bu haksızlığı anlatacağım bir yer görevli yok dedi. ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17185843,"22.01.2021 tarihinde iş yeri telefon arızası kaydı oluşturdum. 4 gün geçmesine rağmen hala arıza giderilmedi. 24.01.2021 tarihinde 121 den elektronik santral arama yaptı o gün iş yeri kapalı sokağa çıkma yasağı olduğu için aramada herhangi bir tuşlama yapmadım. Arıza giderilip giderilmediğini bilmediğim için 25.01.2021 de iş yerime geldiğimde arızanın giderilmediğini görerek tekrar yeniden kayıt oluşturmak için tekrar aradım. 121 de kaydınız var sesli mesajı çıktı. 26.01.2021 tarihinde 4441444 ü aradım arıza giderilmedi diye. 121 sizi arayana kadar işlem yapamam dediler. Çözüm üretmek yerine sistemi bana anlatıyorsunuz. En kısa sürede hattımı diğer servis sağlayıcılara taşıyacağım. Sizden hizmet ve servis bekleyende suç.",True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
17186368,"Doğruyu söylemeyen müşteri temsilcisi ve yardımcı olmayan Türk Telekom. 3 kuruş prim yapmak için insanların ahını almayın. Paket güncellememiz sonucu müşteri temsilcisinin o ürünü satmak için ürünü her şeyi ile değil de sadece olumlu özelliklerini sürekli tekrar edip kafa şişirmesi sonucu 15 gün internete erişimimin olmayacağı bilgisini yani en önemli bilgiyi vermeyip beni mağdur etmesi.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17182347,"Bölgemizde altyapı bulunmuyor. 3 km yakınımızda verici var ama alt yapımız yok çoğu kişi altyapısızlıktan şikayetçi derslerimde çok geri kaldım. Diğer öğrencilerde aynı durumda lütfen şu altyapı işini halledin herkes cidden perişan en kısa zamanda bu sorunu çözersiniz.",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17181533,"Yaklaşık 20 gündür Türk Telekom fiber internet erişimi ile ilgili sorun yaşıyorum. Her defasında çağrı açmama rağmen, gelen arkadaşlar sadece fiber kablo jagını değiştiriyor ve ve anlık çözülüyor devamında yine aynı. Uzaktan VPN bağlantısı ile çalıştığım için, işlerim de aksamalar oluyor. Kök çözüm sağlanamıyor. Sorun her geçen gün katlanarak devam ediyor. Aynı jag toplam 10 kere değişti, ancak stabil bir sinyal sağlamadığı için kopmalar yaşanıyor ve VPN erişimi sağlayamıyorum. Üst yetkililerin tarafımı araması ve aksiyon alınması yönünde aciliyet bildirmeme rağmen anlık çözümler yapılıyor ancak yine aynı yine aynı. 1.5 yıldır sorun yaşamadığım internet erişiminde uzaktan çalışmanın daha da arttığı şu dönemde sorunum artarak devam ediyor. En acil şekilde aksiyon alınmaz ise tüm platformlarda geri bildirimlerimi fazlasıyla devam ettireceğim.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17176268,"8829020***8 numaralı aboneliğimin taahhüt süresi daha dolmamıştı müşteri hizmetleri hızımı yükseltelim diye aradı ve 8mbps ye yükseltilmesini kabul ettim Mayıs 2020 itibari ile yükseltildi ve 23 Ekim 2022 tarihine kadar yeni taahhüt girilmiş ben hız yükseltilirken bu tarihe kadar yeni taahhüt tarihi girileceği ile ilgili bir konuşma geçip bunu kabul ettiğimi hatırlamıyorum internet yavaşlığı ve bağlantı düşüklüğü nedeniyle Kasım 2020'de başka bir operatöre geçtim ve sizin modemi kutusuna kaldırdım interneti kapattırmak istediğimde 1080 TL hesap çıkarıldı ve şu an 4 aydır faturamı ödemedim bu taahhüt ile ilgili ses kaydını dinlemek istiyorum dediğimde ilgili birimler dinleyip dönüş yapacak dendi ve mesaj olarak herhangi bir hata bulunmadığı bildirildi ben ses kaydını dinleyip o tarihin bana söylenip söylemediğini duymak istiyorum öyle ise bile kullanmadığım internetin cayma bedeli kullanılan tutar şeklinde olmamalı bu konuda dönüş yapılmaz ise Tüketici Mahkemesi'ne başvuracağım.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17110516,"İnternet paketim 2 sene taahhütlü olup 13 Mbps internet hızı almaktayım. Internet hızım en başından beri en fazla 4-5 i görmekte müşteri hizmetlerinden bir sonuca ulaşamadık. Vaat edilen hızın verilememesi durumunda Tüketici Mahkemesi'ne başvurup bedelsiz cayma hakkımı kullanacağım.",True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17172440,"Eşimin adına olan 553 *** 5677 numaralı hattın taahhüdü bitti bunun karşılığında daha yüksek rakamlı taahhütlü faturalı paketler sundular kabul etmeyip faturasıza geçmek istediğimizde 30 TL faturasıza geçiş ücreti ve 37 TL yıllık telsiz kullanım vergisini peşin alacaklarını söylediler...  1. Sı faturalıya geçerken ücret yok faturasıza geçerken neden ücret var 2. Si biz kullanmadığımız ayların telsiz vergisini neden peşin verelim. Yasal hiçbir dayanağı yoktur insanları böyle köşeye sıkıştıramazsınız daha vahimi 3 ay kullanıp iptal ettiğimiz hattın geri kalan sözde senelik vergisi iade edilmiyor. Gerekli her şeyi hukuken yapacağım.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17171309,"İnternet olarak TurkNet kullanıcısıyım. Dün 15:00 civarı TT dan gelen 2 kişi başka bir kullanıcının arızasını gidermek için dışarıda bulunan kutuda işlem yapmaya başladığında çalışan internetim bir anda kesildi. Kendilerine söylememe rağmen beni geçiştirdiler kablocular gelecek onlar çözecek dediler. Dünden beri hiçbir kişi ya da saha ekibi gelmedi. Arıza kayıtlarıma adam akıllı dönüşler alamıyorum. Dün gelen TT sorumluları tarafından internetim bozuldu hiçbir düzeltme yapmadan beni geçiştirdiler. 24 saattir internetim yok. Evden çalışan bir bireyim çalışamadığım her saat için maaşımdan kesiliyor.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17169476,"Türk Telekom ile ilgili ciddi sorun yaşıyoruz. 23.01.2021 saat 10:20 de internetimiz kesildi o kesildiği için Tivibu'da kesildi antenli yayın kullanmıyoruz televizyonu sadece Tivibu üzerinden izleyebiliyoruz ve malum pandemi surecinde hafta sonu yasakları var bugün de cumartesi yasak var yani uzun lafın kısası Türk Telekom sayesinde mağduruz koskoca gün ve gece TV izleyemeden sıkıntıdan patlayarak geçirdik. Kaç defa arıza kaydı bıraktığımı da hatırlamıyorum o derece artık lütfen çözülsün",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17168704,"Türk Telekom'un Online İşlem uygulamasına giriş yapmak için şifre lazım ve şifre alamıyorum. Şifre yazıp 9520'ye yazıp gönderiyorum ve bana gelen mesajda ""Değerli müşterimiz, şu anda işleminizi gerçekleştiremiyoruz. Lütfen daha sonra tekrar deneyiniz"" mesajı gelmekte. Bu 3 aydır devam etmekte. Gelse bile uygulamaya şifreyi yazıyorum yine girmiyor hattım bu arada data hattı.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17165444,"Arıza kaydı açtıralı 10 aydan daha uzun bir zaman oluyor. Ancak her gün SMS yolu ile arıza kaydınız hakkında işlem yapılıyor demesine rağmen bir çözüm yok müşteri hizmetlerini aradığımda otomatik olarak atıyor arıza kaydınız var çözüm olunca ulaşılacaktır diye aylık 80 90 TL para verdiğimiz bir hizmeti kullanamıyoruz.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17162986,"Ev internetini devir ve nakil işlemi vardı,3 gün sonunda mücadele vererek yaptım. 3 tane bayi dolaştım prim almıyoruz diye işlemini yapmak istemediler. Sistem kapalı ve Genel Müdürlüğü'ne gitmen gerekiyor dediler. Ama sonunda 4. Bayiden yaptım. Hadi ben neyse de yaşlı dayıları ve teyzelere de aynısını yapıyorlarmış. Yazıklar olsun.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
17162891,"İnternetim anlaşma üzerinde ADSL 16 Mbps, sürekli 14 Mbps alırdım. Son 40 gündür onu da alamıyorum. Sürekli kopmalar, sürekli internet ışığının kırmızıya dönmesi veya tamamen sönmesini görmekten gına geldi. Zaten anlaşmadaki hızı alamıyorum, bari bırakın şu pandemi günlerinde herkes evdeyken rahat rahat ders, oyun, eğlence içeriklerine ulaşabilelim. Son 40 gün içerisinde 6 kere müşteri hizmetlerini aradım, çoğu iyi niyetli ve ilgiliydi o yüzden sorunum onlarla değil, sorunum firmayla. Koskocaman firma yıl olmuş 2021, yurt dışındaki firmalar uzaya gitmeyi planlarken bizimkiler interneti nasıl kısarım derdindeler. Su desen değil, tükenen bir şey desen değil, bu firmalar bunu neden yapıyorlar hala anlam veremiyorum. Parasını verdiğim ürünün hizmetini alamıyorum, çözüm için aradığımda ortada çözüm yok.   Şu an bu şikayetimi bile mobil verimden gönderiyorum. Sorunum birkaç gün içerisinde tamamen çözülmezse Tüketici Mahkemesi'ne başvuracağım. Artık tüm internet sağlayıcılarının bulundukları çağa ayak uydurmalarını ve kendilerini geliştirmelerini önemle rica ediyorum.",True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17162818,"Paketmatik hafta sonu 30Gb paketini iptal edemiyorum, 3 kez müşteri hizmetlerini aradım verdikleri kısa mesajı girmeme rağmen iptal edildi denmesine rağmen iptal edilmemiştir, bu ay iptal edilmeyip paket tekrar yenilenmiştir.  ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17164247,"Çorum Türk Telekom işini yapmıyor. 8819075978 hizmet numaralı kullanıcıyım 26 gündür ev internetimi kullanamıyorum defalarca kez aramama rağmen hiçbir sonuç alamadım her seferinde yarın bir gün diyerek ertelediler. Evimde öğrenci 2 çocuğum var. Alt yapıda sıkıntı var diyerek erteliyorlar. İptal ettirmek istediğimde de taahhüdünüz var ceza ödersiniz diyorlar. Ben böyle rezillik görmedim yazıklar olsun. 26 günde bir arıza giderilmedi...",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17161774,"88192833** hizmet numaralı internetin kullanıcısıyız. Ben ortaokul 8. Sınıf öğrencisiyim 10 Aydır internetimiz yok çalışmıyor. Kaç defa arıza kaydı oluşturduysak yapmadılar. Hatta 10 aylık ücretinizi iade edelim dediler. Ankara'nın ortasında internet yokluğu yüzünden eğitimsiz kaldım. Lütfen ben bir öğrenciyim mağduriyetimi giderin internetimizi lütfen yapın artık.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17155697,"9922 Sporx Fenerbahçe paketi servisine abone olmadığım halde zorla 21 TL abone parası alıyorlar müşteri hizmetlerini aradım sim kart menüsünden iptal edin diyor. 25 yıldır telefon kullanıyorum asla yerini bile bilmem bu pandemi de insanlardan haksız para kazanıyorlar. Yaptıkları büyük yasal suçtur.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17155194,"Merhaba, Firmamızın bulunduğu bölgede sürekli telefon ve internet kesintisi yaşanmaktadır. Şu anda 2 gündür hatlar kesik. Biz bu zor ortamda ve pandemi ortamında üretim, ticaret yapmaya çalışıyoruz. Arıza çözüm kabiliyetiniz bence 0 Çünkü bir arıza 50 saatte çözülmemesi imkansız. İnsanlar yeni tesisleri 1 günde yapıyor. Lütfen ciddi olarak çözümler üretin bizi daha fazla mağdur etmeyin. Adresimiz: Sultan Orhan Mahallesi 1167 sok. Gebze-Kocaeli Saygılarımla. Dursun Yalçın",True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
17047287,"Türk Telekom'dan modem sipariş ettim hiç adı olmayan Agt diye kargo ile göndermişsiniz 10 gündür modemde yok İzmir'de öyle bir kargo da yok lütfen iyi bir şirket ile çalışın ne müşteri temsilcisi var ne telefon var modem o kadar gezerek bir de hasarlı gelirse ise bak.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17150908,"Bugün yani 21.01.2021 günü Türk Telekom müşteri hizmetleri tarafından aranarak taahhüdümün bitmesi sonucu 95 liraya 20 MB internet kampanyasına dahil oldum. Türk Telekom Mobile girdiğimde ise yeni kampanya da tüm vergiler ek ücretler dahil 95 liraya 24 MB internet gördüm.   Müşteri hizmetlerini aradığımda ise alo paket ile birlikte 105 lira olduğunu söylediler. Yeni pakete indirimli fiyattan faydalandırmadılar, düzenli fatura ödeyen bir insanım ona rağmen mağdur oluyorum. Hx firması daha uyguna daha güzel teklifler sunabilir.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17150246,"Aylardır eve internet bağlamıyorlar. Altyapı görünüyor internet kablosu evin karşısında. Ama 2 direk koyup kabloyu evlerin önüne çekmeleri gerekiyor. Fatsa'daki ekip gelmiyor bağlamaya. En son babamlara o iş bütün gün sürer ay sonu tekrar gel. 3 ay yapmama hakkımız var demişler. 3 binada toplam 7-8 çocuk var. Dersler internetten. İlk dönem telefona verdiğimiz internet parası ile yıllık sabit internet parası karşılardık. Ama Fatsa'daki bağlantı ekibi umursamıyor. İlçe Merkezi burası. Köy değil. İmkan olmasa neyse adamlar iş yapmıyor.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17150151,"İnternet hızım çok yavaş, yükseltilmesini istiyorum. Gereğinin yapılmasını arz ederim. Ben E**a**Ö**.  Meydan Mahallesi barış Caddesi No **Mut/Mersin. Telefon: 537*****5. ",True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17148225,"Türk Telekom online işlemler uygulamasına giriyorum. Numaramı giriyorum. Şifre al kısmına tıkladığımda mesaj kısmına yönlendiriyor şifre yazısını 9520 ye bir çok kez göndermemize rağmen ""mesaj gönderilemedi"" bildirimi alıyorum. Ve online işlemler sistemine giriş yapamıyorum. Bu konuda yardımcı olursanız memnun olurum. ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17147096,"Evimdeki internet arızalandı. Defalarca aradım müşteri temsilcilerini arıza kaydı oluşturdum. Telefonuma 15 adet arıza kaydınız oluşturuldu. 13 adet de arıza çözümlendi diye mesaj geldi. Oysa arıza devam ediyor.Artık yetkili takım liderleriyle görüşmeye başladım. Yarın ulaşılır sorun çözülür dedi. Arayan olmadı. Yine aradım 48 saat dediler. Bugün ise aradılar 10 gün içinde sorununuz halledilecek dediler. Hep yalan, abone olurken hep tatlı sözler, vaatler. Sorun olunca ilgilenen yok. Türk Telekom'a bulaştığım için çok pişmanım. Aboneliğimi iptal edemiyorum. Çaresiz bekliyorum. Kimseye de derdimi anlatamıyorum. Türk Telekom hizmet binalarını arıyorum bütün telefonlar çalıyor, sonra meşgule atıyorlar. Bıktım artık. Türk Telekom'a abone olduğum için pişmanım.",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17138439,"Türk Telekom TTNET internet sağlayıcısını kullanmaktayım. Birkaç aydır devam eden hız sorunu yaşamaktayım. İlki 21 Aralık tarihli olmak üzere son 1 ay içinde dört kez müşteri hizmetlerini arayarak arıza kaydı oluşturmama rağmen hiçbir şekilde bir düzeltme sağlanmamıştır. Aramalarımdan sonra telefonuma arıza kaydı oluşturdukları mesajı geliyor. 1 gün sonrasında da arızayı giderdiklerine dair mesaj gönderiliyor ancak çözülen ya da düzeltilen hiçbir şey yok.   Müşteri temsilcisine bu durumu anlattığımda işlerinin çözüm bulmak değil sadece arıza kaydı oluşturmak olduğunu söylüyorlar. Bu konuda kendime çözüm sunabilecek bir muhatap arıyorum.",True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
